cnmr,graph
nmrshiftdb2_20044875.csv,nmrshiftdb2_20044875.pickle
nmrshiftdb2_20044877.csv,nmrshiftdb2_20044877.pickle
nmrshiftdb2_20044879.csv,nmrshiftdb2_20044879.pickle
nmrshiftdb2_20044880.csv,nmrshiftdb2_20044880.pickle
nmrshiftdb2_20044881.csv,nmrshiftdb2_20044881.pickle
nmrshiftdb2_20044882.csv,nmrshiftdb2_20044882.pickle
nmrshiftdb2_20044883.csv,nmrshiftdb2_20044883.pickle
nmrshiftdb2_20044884.csv,nmrshiftdb2_20044884.pickle
nmrshiftdb2_20044885.csv,nmrshiftdb2_20044885.pickle
nmrshiftdb2_20044886.csv,nmrshiftdb2_20044886.pickle
nmrshiftdb2_20044887.csv,nmrshiftdb2_20044887.pickle
nmrshiftdb2_20044889.csv,nmrshiftdb2_20044889.pickle
nmrshiftdb2_20044890.csv,nmrshiftdb2_20044890.pickle
nmrshiftdb2_20044891.csv,nmrshiftdb2_20044891.pickle
nmrshiftdb2_20044892.csv,nmrshiftdb2_20044892.pickle
nmrshiftdb2_20044893.csv,nmrshiftdb2_20044893.pickle
nmrshiftdb2_20044895.csv,nmrshiftdb2_20044895.pickle
nmrshiftdb2_20044896.csv,nmrshiftdb2_20044896.pickle
nmrshiftdb2_20044897.csv,nmrshiftdb2_20044897.pickle
nmrshiftdb2_20044898.csv,nmrshiftdb2_20044898.pickle
nmrshiftdb2_20044900.csv,nmrshiftdb2_20044900.pickle
nmrshiftdb2_20044901.csv,nmrshiftdb2_20044901.pickle
nmrshiftdb2_20044902.csv,nmrshiftdb2_20044902.pickle
nmrshiftdb2_20044903.csv,nmrshiftdb2_20044903.pickle
nmrshiftdb2_20044904.csv,nmrshiftdb2_20044904.pickle
nmrshiftdb2_20044905.csv,nmrshiftdb2_20044905.pickle
nmrshiftdb2_20044906.csv,nmrshiftdb2_20044906.pickle
nmrshiftdb2_20044908.csv,nmrshiftdb2_20044908.pickle
nmrshiftdb2_20044909.csv,nmrshiftdb2_20044909.pickle
nmrshiftdb2_20044910.csv,nmrshiftdb2_20044910.pickle
nmrshiftdb2_20044911.csv,nmrshiftdb2_20044911.pickle
nmrshiftdb2_20044912.csv,nmrshiftdb2_20044912.pickle
nmrshiftdb2_20044913.csv,nmrshiftdb2_20044913.pickle
nmrshiftdb2_20044914.csv,nmrshiftdb2_20044914.pickle
nmrshiftdb2_20044916.csv,nmrshiftdb2_20044916.pickle
nmrshiftdb2_20044917.csv,nmrshiftdb2_20044917.pickle
nmrshiftdb2_20044918.csv,nmrshiftdb2_20044918.pickle
nmrshiftdb2_20044919.csv,nmrshiftdb2_20044919.pickle
nmrshiftdb2_20044920.csv,nmrshiftdb2_20044920.pickle
nmrshiftdb2_20044921.csv,nmrshiftdb2_20044921.pickle
nmrshiftdb2_20044922.csv,nmrshiftdb2_20044922.pickle
nmrshiftdb2_20044923.csv,nmrshiftdb2_20044923.pickle
nmrshiftdb2_20044924.csv,nmrshiftdb2_20044924.pickle
nmrshiftdb2_20044925.csv,nmrshiftdb2_20044925.pickle
nmrshiftdb2_20044926.csv,nmrshiftdb2_20044926.pickle
nmrshiftdb2_20044927.csv,nmrshiftdb2_20044927.pickle
nmrshiftdb2_20044928.csv,nmrshiftdb2_20044928.pickle
nmrshiftdb2_20044929.csv,nmrshiftdb2_20044929.pickle
nmrshiftdb2_20044930.csv,nmrshiftdb2_20044930.pickle
nmrshiftdb2_20044931.csv,nmrshiftdb2_20044931.pickle
nmrshiftdb2_20044932.csv,nmrshiftdb2_20044932.pickle
nmrshiftdb2_20044934.csv,nmrshiftdb2_20044934.pickle
nmrshiftdb2_20045181.csv,nmrshiftdb2_20045181.pickle
nmrshiftdb2_20045182.csv,nmrshiftdb2_20045182.pickle
nmrshiftdb2_20045183.csv,nmrshiftdb2_20045183.pickle
nmrshiftdb2_20045184.csv,nmrshiftdb2_20045184.pickle
nmrshiftdb2_20045185.csv,nmrshiftdb2_20045185.pickle
nmrshiftdb2_20045186.csv,nmrshiftdb2_20045186.pickle
nmrshiftdb2_20045187.csv,nmrshiftdb2_20045187.pickle
nmrshiftdb2_20045188.csv,nmrshiftdb2_20045188.pickle
nmrshiftdb2_20045189.csv,nmrshiftdb2_20045189.pickle
nmrshiftdb2_20045190.csv,nmrshiftdb2_20045190.pickle
nmrshiftdb2_20045191.csv,nmrshiftdb2_20045191.pickle
nmrshiftdb2_20045192.csv,nmrshiftdb2_20045192.pickle
nmrshiftdb2_20045193.csv,nmrshiftdb2_20045193.pickle
nmrshiftdb2_20045194.csv,nmrshiftdb2_20045194.pickle
nmrshiftdb2_20045195.csv,nmrshiftdb2_20045195.pickle
nmrshiftdb2_20045196.csv,nmrshiftdb2_20045196.pickle
nmrshiftdb2_20045197.csv,nmrshiftdb2_20045197.pickle
nmrshiftdb2_20045198.csv,nmrshiftdb2_20045198.pickle
nmrshiftdb2_20045199.csv,nmrshiftdb2_20045199.pickle
nmrshiftdb2_20045202.csv,nmrshiftdb2_20045202.pickle
nmrshiftdb2_20045203.csv,nmrshiftdb2_20045203.pickle
nmrshiftdb2_20045205.csv,nmrshiftdb2_20045205.pickle
nmrshiftdb2_20045206.csv,nmrshiftdb2_20045206.pickle
nmrshiftdb2_20045207.csv,nmrshiftdb2_20045207.pickle
nmrshiftdb2_20045208.csv,nmrshiftdb2_20045208.pickle
nmrshiftdb2_20045209.csv,nmrshiftdb2_20045209.pickle
nmrshiftdb2_20045211.csv,nmrshiftdb2_20045211.pickle
nmrshiftdb2_20045212.csv,nmrshiftdb2_20045212.pickle
nmrshiftdb2_20045213.csv,nmrshiftdb2_20045213.pickle
nmrshiftdb2_20045215.csv,nmrshiftdb2_20045215.pickle
nmrshiftdb2_20045217.csv,nmrshiftdb2_20045217.pickle
nmrshiftdb2_20045219.csv,nmrshiftdb2_20045219.pickle
nmrshiftdb2_20045220.csv,nmrshiftdb2_20045220.pickle
nmrshiftdb2_20045221.csv,nmrshiftdb2_20045221.pickle
nmrshiftdb2_20045222.csv,nmrshiftdb2_20045222.pickle
nmrshiftdb2_20045223.csv,nmrshiftdb2_20045223.pickle
nmrshiftdb2_20045224.csv,nmrshiftdb2_20045224.pickle
nmrshiftdb2_20045225.csv,nmrshiftdb2_20045225.pickle
nmrshiftdb2_20045226.csv,nmrshiftdb2_20045226.pickle
nmrshiftdb2_20045227.csv,nmrshiftdb2_20045227.pickle
nmrshiftdb2_20045228.csv,nmrshiftdb2_20045228.pickle
nmrshiftdb2_20045229.csv,nmrshiftdb2_20045229.pickle
nmrshiftdb2_20045230.csv,nmrshiftdb2_20045230.pickle
nmrshiftdb2_20045232.csv,nmrshiftdb2_20045232.pickle
nmrshiftdb2_20045233.csv,nmrshiftdb2_20045233.pickle
nmrshiftdb2_20045234.csv,nmrshiftdb2_20045234.pickle
nmrshiftdb2_20045236.csv,nmrshiftdb2_20045236.pickle
nmrshiftdb2_20045237.csv,nmrshiftdb2_20045237.pickle
nmrshiftdb2_20045238.csv,nmrshiftdb2_20045238.pickle
nmrshiftdb2_20045239.csv,nmrshiftdb2_20045239.pickle
nmrshiftdb2_20045240.csv,nmrshiftdb2_20045240.pickle
nmrshiftdb2_20045241.csv,nmrshiftdb2_20045241.pickle
nmrshiftdb2_20045242.csv,nmrshiftdb2_20045242.pickle
nmrshiftdb2_20045243.csv,nmrshiftdb2_20045243.pickle
nmrshiftdb2_20045244.csv,nmrshiftdb2_20045244.pickle
nmrshiftdb2_20045245.csv,nmrshiftdb2_20045245.pickle
nmrshiftdb2_20045246.csv,nmrshiftdb2_20045246.pickle
nmrshiftdb2_20045247.csv,nmrshiftdb2_20045247.pickle
nmrshiftdb2_20045248.csv,nmrshiftdb2_20045248.pickle
nmrshiftdb2_20045249.csv,nmrshiftdb2_20045249.pickle
nmrshiftdb2_20045250.csv,nmrshiftdb2_20045250.pickle
nmrshiftdb2_20045251.csv,nmrshiftdb2_20045251.pickle
nmrshiftdb2_20045252.csv,nmrshiftdb2_20045252.pickle
nmrshiftdb2_20045253.csv,nmrshiftdb2_20045253.pickle
nmrshiftdb2_20045254.csv,nmrshiftdb2_20045254.pickle
nmrshiftdb2_20045255.csv,nmrshiftdb2_20045255.pickle
nmrshiftdb2_20045256.csv,nmrshiftdb2_20045256.pickle
nmrshiftdb2_20045257.csv,nmrshiftdb2_20045257.pickle
nmrshiftdb2_20045260.csv,nmrshiftdb2_20045260.pickle
nmrshiftdb2_20045261.csv,nmrshiftdb2_20045261.pickle
nmrshiftdb2_20045262.csv,nmrshiftdb2_20045262.pickle
nmrshiftdb2_20045263.csv,nmrshiftdb2_20045263.pickle
nmrshiftdb2_20045264.csv,nmrshiftdb2_20045264.pickle
nmrshiftdb2_20045265.csv,nmrshiftdb2_20045265.pickle
nmrshiftdb2_20045266.csv,nmrshiftdb2_20045266.pickle
nmrshiftdb2_20045267.csv,nmrshiftdb2_20045267.pickle
nmrshiftdb2_20045268.csv,nmrshiftdb2_20045268.pickle
nmrshiftdb2_20045269.csv,nmrshiftdb2_20045269.pickle
nmrshiftdb2_20045270.csv,nmrshiftdb2_20045270.pickle
nmrshiftdb2_20045271.csv,nmrshiftdb2_20045271.pickle
nmrshiftdb2_20045272.csv,nmrshiftdb2_20045272.pickle
nmrshiftdb2_20045273.csv,nmrshiftdb2_20045273.pickle
nmrshiftdb2_20045274.csv,nmrshiftdb2_20045274.pickle
nmrshiftdb2_20045275.csv,nmrshiftdb2_20045275.pickle
nmrshiftdb2_20045276.csv,nmrshiftdb2_20045276.pickle
nmrshiftdb2_20045277.csv,nmrshiftdb2_20045277.pickle
nmrshiftdb2_20045278.csv,nmrshiftdb2_20045278.pickle
nmrshiftdb2_20045279.csv,nmrshiftdb2_20045279.pickle
nmrshiftdb2_20045280.csv,nmrshiftdb2_20045280.pickle
nmrshiftdb2_20045281.csv,nmrshiftdb2_20045281.pickle
nmrshiftdb2_20045282.csv,nmrshiftdb2_20045282.pickle
nmrshiftdb2_20045283.csv,nmrshiftdb2_20045283.pickle
nmrshiftdb2_20045285.csv,nmrshiftdb2_20045285.pickle
nmrshiftdb2_20045287.csv,nmrshiftdb2_20045287.pickle
nmrshiftdb2_20045288.csv,nmrshiftdb2_20045288.pickle
nmrshiftdb2_20045290.csv,nmrshiftdb2_20045290.pickle
nmrshiftdb2_20045291.csv,nmrshiftdb2_20045291.pickle
nmrshiftdb2_20045292.csv,nmrshiftdb2_20045292.pickle
nmrshiftdb2_20045293.csv,nmrshiftdb2_20045293.pickle
nmrshiftdb2_20045295.csv,nmrshiftdb2_20045295.pickle
nmrshiftdb2_20045296.csv,nmrshiftdb2_20045296.pickle
nmrshiftdb2_20045297.csv,nmrshiftdb2_20045297.pickle
nmrshiftdb2_20045298.csv,nmrshiftdb2_20045298.pickle
nmrshiftdb2_20045299.csv,nmrshiftdb2_20045299.pickle
nmrshiftdb2_20045301.csv,nmrshiftdb2_20045301.pickle
nmrshiftdb2_20045302.csv,nmrshiftdb2_20045302.pickle
nmrshiftdb2_20045303.csv,nmrshiftdb2_20045303.pickle
nmrshiftdb2_20045304.csv,nmrshiftdb2_20045304.pickle
nmrshiftdb2_20045305.csv,nmrshiftdb2_20045305.pickle
nmrshiftdb2_20045307.csv,nmrshiftdb2_20045307.pickle
nmrshiftdb2_20045308.csv,nmrshiftdb2_20045308.pickle
nmrshiftdb2_20045309.csv,nmrshiftdb2_20045309.pickle
nmrshiftdb2_20045310.csv,nmrshiftdb2_20045310.pickle
nmrshiftdb2_20045311.csv,nmrshiftdb2_20045311.pickle
nmrshiftdb2_20045312.csv,nmrshiftdb2_20045312.pickle
nmrshiftdb2_20045313.csv,nmrshiftdb2_20045313.pickle
nmrshiftdb2_20045316.csv,nmrshiftdb2_20045316.pickle
nmrshiftdb2_20045318.csv,nmrshiftdb2_20045318.pickle
nmrshiftdb2_20045555.csv,nmrshiftdb2_20045555.pickle
nmrshiftdb2_20045556.csv,nmrshiftdb2_20045556.pickle
nmrshiftdb2_20045557.csv,nmrshiftdb2_20045557.pickle
nmrshiftdb2_20045558.csv,nmrshiftdb2_20045558.pickle
nmrshiftdb2_20045559.csv,nmrshiftdb2_20045559.pickle
nmrshiftdb2_20045562.csv,nmrshiftdb2_20045562.pickle
nmrshiftdb2_20045563.csv,nmrshiftdb2_20045563.pickle
nmrshiftdb2_20045564.csv,nmrshiftdb2_20045564.pickle
nmrshiftdb2_20045565.csv,nmrshiftdb2_20045565.pickle
nmrshiftdb2_20045567.csv,nmrshiftdb2_20045567.pickle
nmrshiftdb2_20045568.csv,nmrshiftdb2_20045568.pickle
nmrshiftdb2_20045570.csv,nmrshiftdb2_20045570.pickle
nmrshiftdb2_20045571.csv,nmrshiftdb2_20045571.pickle
nmrshiftdb2_20045572.csv,nmrshiftdb2_20045572.pickle
nmrshiftdb2_20045573.csv,nmrshiftdb2_20045573.pickle
nmrshiftdb2_20045574.csv,nmrshiftdb2_20045574.pickle
nmrshiftdb2_20045575.csv,nmrshiftdb2_20045575.pickle
nmrshiftdb2_20045576.csv,nmrshiftdb2_20045576.pickle
nmrshiftdb2_20045577.csv,nmrshiftdb2_20045577.pickle
nmrshiftdb2_20045578.csv,nmrshiftdb2_20045578.pickle
nmrshiftdb2_20045580.csv,nmrshiftdb2_20045580.pickle
nmrshiftdb2_20045581.csv,nmrshiftdb2_20045581.pickle
nmrshiftdb2_20045585.csv,nmrshiftdb2_20045585.pickle
nmrshiftdb2_20045586.csv,nmrshiftdb2_20045586.pickle
nmrshiftdb2_20045587.csv,nmrshiftdb2_20045587.pickle
nmrshiftdb2_20045588.csv,nmrshiftdb2_20045588.pickle
nmrshiftdb2_20045589.csv,nmrshiftdb2_20045589.pickle
nmrshiftdb2_20045590.csv,nmrshiftdb2_20045590.pickle
nmrshiftdb2_20045591.csv,nmrshiftdb2_20045591.pickle
nmrshiftdb2_20045592.csv,nmrshiftdb2_20045592.pickle
nmrshiftdb2_20045593.csv,nmrshiftdb2_20045593.pickle
nmrshiftdb2_20045595.csv,nmrshiftdb2_20045595.pickle
nmrshiftdb2_20045596.csv,nmrshiftdb2_20045596.pickle
nmrshiftdb2_20045597.csv,nmrshiftdb2_20045597.pickle
nmrshiftdb2_20045598.csv,nmrshiftdb2_20045598.pickle
nmrshiftdb2_20045599.csv,nmrshiftdb2_20045599.pickle
nmrshiftdb2_20045600.csv,nmrshiftdb2_20045600.pickle
nmrshiftdb2_20045601.csv,nmrshiftdb2_20045601.pickle
nmrshiftdb2_20045602.csv,nmrshiftdb2_20045602.pickle
nmrshiftdb2_20045607.csv,nmrshiftdb2_20045607.pickle
nmrshiftdb2_20045608.csv,nmrshiftdb2_20045608.pickle
nmrshiftdb2_20045609.csv,nmrshiftdb2_20045609.pickle
nmrshiftdb2_20045610.csv,nmrshiftdb2_20045610.pickle
nmrshiftdb2_20045611.csv,nmrshiftdb2_20045611.pickle
nmrshiftdb2_20045612.csv,nmrshiftdb2_20045612.pickle
nmrshiftdb2_20045613.csv,nmrshiftdb2_20045613.pickle
nmrshiftdb2_20045614.csv,nmrshiftdb2_20045614.pickle
nmrshiftdb2_20045615.csv,nmrshiftdb2_20045615.pickle
nmrshiftdb2_20045616.csv,nmrshiftdb2_20045616.pickle
nmrshiftdb2_20045618.csv,nmrshiftdb2_20045618.pickle
nmrshiftdb2_20045620.csv,nmrshiftdb2_20045620.pickle
nmrshiftdb2_20045621.csv,nmrshiftdb2_20045621.pickle
nmrshiftdb2_20045622.csv,nmrshiftdb2_20045622.pickle
nmrshiftdb2_20045623.csv,nmrshiftdb2_20045623.pickle
nmrshiftdb2_20045624.csv,nmrshiftdb2_20045624.pickle
nmrshiftdb2_20045626.csv,nmrshiftdb2_20045626.pickle
nmrshiftdb2_20045628.csv,nmrshiftdb2_20045628.pickle
nmrshiftdb2_20045629.csv,nmrshiftdb2_20045629.pickle
nmrshiftdb2_20045632.csv,nmrshiftdb2_20045632.pickle
nmrshiftdb2_20045633.csv,nmrshiftdb2_20045633.pickle
nmrshiftdb2_20045634.csv,nmrshiftdb2_20045634.pickle
nmrshiftdb2_20045635.csv,nmrshiftdb2_20045635.pickle
nmrshiftdb2_20045636.csv,nmrshiftdb2_20045636.pickle
nmrshiftdb2_20045637.csv,nmrshiftdb2_20045637.pickle
nmrshiftdb2_20045638.csv,nmrshiftdb2_20045638.pickle
nmrshiftdb2_20045639.csv,nmrshiftdb2_20045639.pickle
nmrshiftdb2_20045640.csv,nmrshiftdb2_20045640.pickle
nmrshiftdb2_20045646.csv,nmrshiftdb2_20045646.pickle
nmrshiftdb2_20045647.csv,nmrshiftdb2_20045647.pickle
nmrshiftdb2_20045648.csv,nmrshiftdb2_20045648.pickle
nmrshiftdb2_20045649.csv,nmrshiftdb2_20045649.pickle
nmrshiftdb2_20045650.csv,nmrshiftdb2_20045650.pickle
nmrshiftdb2_20045651.csv,nmrshiftdb2_20045651.pickle
nmrshiftdb2_20045652.csv,nmrshiftdb2_20045652.pickle
nmrshiftdb2_20045653.csv,nmrshiftdb2_20045653.pickle
nmrshiftdb2_20045654.csv,nmrshiftdb2_20045654.pickle
nmrshiftdb2_20045655.csv,nmrshiftdb2_20045655.pickle
nmrshiftdb2_20045656.csv,nmrshiftdb2_20045656.pickle
nmrshiftdb2_20045657.csv,nmrshiftdb2_20045657.pickle
nmrshiftdb2_20045658.csv,nmrshiftdb2_20045658.pickle
nmrshiftdb2_20045659.csv,nmrshiftdb2_20045659.pickle
nmrshiftdb2_20045660.csv,nmrshiftdb2_20045660.pickle
nmrshiftdb2_20045661.csv,nmrshiftdb2_20045661.pickle
nmrshiftdb2_20045662.csv,nmrshiftdb2_20045662.pickle
nmrshiftdb2_20045664.csv,nmrshiftdb2_20045664.pickle
nmrshiftdb2_20045665.csv,nmrshiftdb2_20045665.pickle
nmrshiftdb2_20045667.csv,nmrshiftdb2_20045667.pickle
nmrshiftdb2_20045668.csv,nmrshiftdb2_20045668.pickle
nmrshiftdb2_20045670.csv,nmrshiftdb2_20045670.pickle
nmrshiftdb2_20045671.csv,nmrshiftdb2_20045671.pickle
nmrshiftdb2_20045672.csv,nmrshiftdb2_20045672.pickle
nmrshiftdb2_20045673.csv,nmrshiftdb2_20045673.pickle
nmrshiftdb2_20045674.csv,nmrshiftdb2_20045674.pickle
nmrshiftdb2_20045676.csv,nmrshiftdb2_20045676.pickle
nmrshiftdb2_20045677.csv,nmrshiftdb2_20045677.pickle
nmrshiftdb2_20045678.csv,nmrshiftdb2_20045678.pickle
nmrshiftdb2_20045679.csv,nmrshiftdb2_20045679.pickle
nmrshiftdb2_20045680.csv,nmrshiftdb2_20045680.pickle
nmrshiftdb2_20045681.csv,nmrshiftdb2_20045681.pickle
nmrshiftdb2_20045682.csv,nmrshiftdb2_20045682.pickle
nmrshiftdb2_20045683.csv,nmrshiftdb2_20045683.pickle
nmrshiftdb2_20045684.csv,nmrshiftdb2_20045684.pickle
nmrshiftdb2_20045685.csv,nmrshiftdb2_20045685.pickle
nmrshiftdb2_20045929.csv,nmrshiftdb2_20045929.pickle
nmrshiftdb2_20045930.csv,nmrshiftdb2_20045930.pickle
nmrshiftdb2_20045931.csv,nmrshiftdb2_20045931.pickle
nmrshiftdb2_20045932.csv,nmrshiftdb2_20045932.pickle
nmrshiftdb2_20045933.csv,nmrshiftdb2_20045933.pickle
nmrshiftdb2_20045934.csv,nmrshiftdb2_20045934.pickle
nmrshiftdb2_20045936.csv,nmrshiftdb2_20045936.pickle
nmrshiftdb2_20045937.csv,nmrshiftdb2_20045937.pickle
nmrshiftdb2_20045938.csv,nmrshiftdb2_20045938.pickle
nmrshiftdb2_20045939.csv,nmrshiftdb2_20045939.pickle
nmrshiftdb2_20045942.csv,nmrshiftdb2_20045942.pickle
nmrshiftdb2_20045943.csv,nmrshiftdb2_20045943.pickle
nmrshiftdb2_20045944.csv,nmrshiftdb2_20045944.pickle
nmrshiftdb2_20045945.csv,nmrshiftdb2_20045945.pickle
nmrshiftdb2_20045946.csv,nmrshiftdb2_20045946.pickle
nmrshiftdb2_20045947.csv,nmrshiftdb2_20045947.pickle
nmrshiftdb2_20045948.csv,nmrshiftdb2_20045948.pickle
nmrshiftdb2_20045949.csv,nmrshiftdb2_20045949.pickle
nmrshiftdb2_20045950.csv,nmrshiftdb2_20045950.pickle
nmrshiftdb2_20045952.csv,nmrshiftdb2_20045952.pickle
nmrshiftdb2_20045953.csv,nmrshiftdb2_20045953.pickle
nmrshiftdb2_20045955.csv,nmrshiftdb2_20045955.pickle
nmrshiftdb2_20045956.csv,nmrshiftdb2_20045956.pickle
nmrshiftdb2_20045957.csv,nmrshiftdb2_20045957.pickle
nmrshiftdb2_20045958.csv,nmrshiftdb2_20045958.pickle
nmrshiftdb2_20045959.csv,nmrshiftdb2_20045959.pickle
nmrshiftdb2_20045960.csv,nmrshiftdb2_20045960.pickle
nmrshiftdb2_20045962.csv,nmrshiftdb2_20045962.pickle
nmrshiftdb2_20045963.csv,nmrshiftdb2_20045963.pickle
nmrshiftdb2_20045964.csv,nmrshiftdb2_20045964.pickle
nmrshiftdb2_20045965.csv,nmrshiftdb2_20045965.pickle
nmrshiftdb2_20045966.csv,nmrshiftdb2_20045966.pickle
nmrshiftdb2_20045967.csv,nmrshiftdb2_20045967.pickle
nmrshiftdb2_20045968.csv,nmrshiftdb2_20045968.pickle
nmrshiftdb2_20045969.csv,nmrshiftdb2_20045969.pickle
nmrshiftdb2_20045971.csv,nmrshiftdb2_20045971.pickle
nmrshiftdb2_20045972.csv,nmrshiftdb2_20045972.pickle
nmrshiftdb2_20045973.csv,nmrshiftdb2_20045973.pickle
nmrshiftdb2_20045974.csv,nmrshiftdb2_20045974.pickle
nmrshiftdb2_20045977.csv,nmrshiftdb2_20045977.pickle
nmrshiftdb2_20045978.csv,nmrshiftdb2_20045978.pickle
nmrshiftdb2_20045979.csv,nmrshiftdb2_20045979.pickle
nmrshiftdb2_20045980.csv,nmrshiftdb2_20045980.pickle
nmrshiftdb2_20045981.csv,nmrshiftdb2_20045981.pickle
nmrshiftdb2_20045982.csv,nmrshiftdb2_20045982.pickle
nmrshiftdb2_20045983.csv,nmrshiftdb2_20045983.pickle
nmrshiftdb2_20045984.csv,nmrshiftdb2_20045984.pickle
nmrshiftdb2_20045985.csv,nmrshiftdb2_20045985.pickle
nmrshiftdb2_20045987.csv,nmrshiftdb2_20045987.pickle
nmrshiftdb2_20045988.csv,nmrshiftdb2_20045988.pickle
nmrshiftdb2_20045990.csv,nmrshiftdb2_20045990.pickle
nmrshiftdb2_20045991.csv,nmrshiftdb2_20045991.pickle
nmrshiftdb2_20045992.csv,nmrshiftdb2_20045992.pickle
nmrshiftdb2_20045993.csv,nmrshiftdb2_20045993.pickle
nmrshiftdb2_20045994.csv,nmrshiftdb2_20045994.pickle
nmrshiftdb2_20045996.csv,nmrshiftdb2_20045996.pickle
nmrshiftdb2_20045997.csv,nmrshiftdb2_20045997.pickle
nmrshiftdb2_20045998.csv,nmrshiftdb2_20045998.pickle
nmrshiftdb2_20046304.csv,nmrshiftdb2_20046304.pickle
nmrshiftdb2_20046677.csv,nmrshiftdb2_20046677.pickle
nmrshiftdb2_20047051.csv,nmrshiftdb2_20047051.pickle
nmrshiftdb2_20047054.csv,nmrshiftdb2_20047054.pickle
nmrshiftdb2_20047055.csv,nmrshiftdb2_20047055.pickle
nmrshiftdb2_20047056.csv,nmrshiftdb2_20047056.pickle
nmrshiftdb2_20047058.csv,nmrshiftdb2_20047058.pickle
nmrshiftdb2_20047059.csv,nmrshiftdb2_20047059.pickle
nmrshiftdb2_20047060.csv,nmrshiftdb2_20047060.pickle
nmrshiftdb2_20047425.csv,nmrshiftdb2_20047425.pickle
nmrshiftdb2_20047426.csv,nmrshiftdb2_20047426.pickle
nmrshiftdb2_20047799.csv,nmrshiftdb2_20047799.pickle
nmrshiftdb2_20048547.csv,nmrshiftdb2_20048547.pickle
nmrshiftdb2_20048548.csv,nmrshiftdb2_20048548.pickle
nmrshiftdb2_20048549.csv,nmrshiftdb2_20048549.pickle
nmrshiftdb2_20048550.csv,nmrshiftdb2_20048550.pickle
nmrshiftdb2_20048922.csv,nmrshiftdb2_20048922.pickle
nmrshiftdb2_20049298.csv,nmrshiftdb2_20049298.pickle
nmrshiftdb2_20049669.csv,nmrshiftdb2_20049669.pickle
nmrshiftdb2_20049670.csv,nmrshiftdb2_20049670.pickle
nmrshiftdb2_20050043.csv,nmrshiftdb2_20050043.pickle
nmrshiftdb2_20050044.csv,nmrshiftdb2_20050044.pickle
nmrshiftdb2_20050047.csv,nmrshiftdb2_20050047.pickle
nmrshiftdb2_20050048.csv,nmrshiftdb2_20050048.pickle
nmrshiftdb2_20050049.csv,nmrshiftdb2_20050049.pickle
nmrshiftdb2_20050050.csv,nmrshiftdb2_20050050.pickle
nmrshiftdb2_20050051.csv,nmrshiftdb2_20050051.pickle
nmrshiftdb2_20050052.csv,nmrshiftdb2_20050052.pickle
nmrshiftdb2_20050053.csv,nmrshiftdb2_20050053.pickle
nmrshiftdb2_20050054.csv,nmrshiftdb2_20050054.pickle
nmrshiftdb2_20050057.csv,nmrshiftdb2_20050057.pickle
nmrshiftdb2_20050058.csv,nmrshiftdb2_20050058.pickle
nmrshiftdb2_20050060.csv,nmrshiftdb2_20050060.pickle
nmrshiftdb2_20050061.csv,nmrshiftdb2_20050061.pickle
nmrshiftdb2_20050063.csv,nmrshiftdb2_20050063.pickle
nmrshiftdb2_20050065.csv,nmrshiftdb2_20050065.pickle
nmrshiftdb2_20050066.csv,nmrshiftdb2_20050066.pickle
nmrshiftdb2_20050068.csv,nmrshiftdb2_20050068.pickle
nmrshiftdb2_20050069.csv,nmrshiftdb2_20050069.pickle
nmrshiftdb2_20050070.csv,nmrshiftdb2_20050070.pickle
nmrshiftdb2_20050071.csv,nmrshiftdb2_20050071.pickle
nmrshiftdb2_20050072.csv,nmrshiftdb2_20050072.pickle
nmrshiftdb2_20050073.csv,nmrshiftdb2_20050073.pickle
nmrshiftdb2_20050074.csv,nmrshiftdb2_20050074.pickle
nmrshiftdb2_20050075.csv,nmrshiftdb2_20050075.pickle
nmrshiftdb2_20050076.csv,nmrshiftdb2_20050076.pickle
nmrshiftdb2_20050077.csv,nmrshiftdb2_20050077.pickle
nmrshiftdb2_20050078.csv,nmrshiftdb2_20050078.pickle
nmrshiftdb2_20050080.csv,nmrshiftdb2_20050080.pickle
nmrshiftdb2_20050081.csv,nmrshiftdb2_20050081.pickle
nmrshiftdb2_20050082.csv,nmrshiftdb2_20050082.pickle
nmrshiftdb2_20050083.csv,nmrshiftdb2_20050083.pickle
nmrshiftdb2_20050084.csv,nmrshiftdb2_20050084.pickle
nmrshiftdb2_20050085.csv,nmrshiftdb2_20050085.pickle
nmrshiftdb2_20050086.csv,nmrshiftdb2_20050086.pickle
nmrshiftdb2_20050087.csv,nmrshiftdb2_20050087.pickle
nmrshiftdb2_20050088.csv,nmrshiftdb2_20050088.pickle
nmrshiftdb2_20050089.csv,nmrshiftdb2_20050089.pickle
nmrshiftdb2_20050091.csv,nmrshiftdb2_20050091.pickle
nmrshiftdb2_20050092.csv,nmrshiftdb2_20050092.pickle
nmrshiftdb2_20050093.csv,nmrshiftdb2_20050093.pickle
nmrshiftdb2_20050097.csv,nmrshiftdb2_20050097.pickle
nmrshiftdb2_20050098.csv,nmrshiftdb2_20050098.pickle
nmrshiftdb2_20050099.csv,nmrshiftdb2_20050099.pickle
nmrshiftdb2_20050100.csv,nmrshiftdb2_20050100.pickle
nmrshiftdb2_20050101.csv,nmrshiftdb2_20050101.pickle
nmrshiftdb2_20050102.csv,nmrshiftdb2_20050102.pickle
nmrshiftdb2_20050104.csv,nmrshiftdb2_20050104.pickle
